AssetID,AppId,Name
wa200005722,,MEOEAllCapPC
wa200005724,,LPOEAllCapPC
wa200005792,,LPMEMOS
wa200006012,,LPOEACap
wa103004101,7BF2AEA5-FCA0-4EBC-B337-5B54109F9172,harmon.ie for Outlook
wa104005406,62916641-fc48-44ae-a2a3-163811f1c945,Message Header Analyzer
wa104055208,c61bb978-adb2-4344-abe9-d599aa75704f,EmailTranslator V1.1
wa104058309,8e82cba1-1843-4152-81fd-58c96182e682,Insightly
wa104080714,0ef22d5e-971b-419d-a528-e0e7f6da6b97,Share A Contact
wa104099688,5d49687c-66c4-4292-b9a7-1527a2fe9088,Wikipedia
wa104123757,243b95d4-e55b-4bd8-91ff-e7241af96ff1,RedCritter
wa104137034,cc511b05-1637-4d8f-9126-43bbd87f1b65,Email to Task
wa104140504,ed1c35eb-86d6-4126-bf0d-15ab31c74710,Nimble
wa104201648,cb85b80c-f585-40ff-8bfc-12ff4d0e34a9,Rate My Pres !
wa104218067,0021b273-bca0-4a1f-38c2-0df61de7d9e3,Docusign eSignature
wa104220578,ca70f62e-154a-4fac-870f-3b6ee3f38473,CVR Lookup
wa104311018,0746c938-d464-4a79-a70a-bbbbad3f554d,Travel Time
wa104323055,ba2a19d8-55b5-4ce6-bc6d-7057eb681098,Secure Messaging
wa104354490,ae78b7a3-4fda-4392-bbee-749469fae51b,Kanban for Outlook
wa104362643,7f0ca1ec-4d48-493a-b784-dae18d79718b,LikeForOutlook
wa104368661,5294ad32-3624-4f31-a1a7-5014661376a1,JobAdder
wa104379126,b5bdd852-6ae9-495a-9fcb-de052649502a,Bullhorn
wa104379326,206b37de-e132-491d-80a5-3981b57ff1b2,Crelate
wa104379334,47232a61-61ee-4318-80f8-82568651aa9f,Salesforce
wa104379335,4c655dc5-759f-4bcb-a100-c8fa41e9a4df,Salesforce Sandbox
wa104379361,64351514-c3d9-4a72-8ee3-9851ab8ab483,Idea collaboration for Wazoku
wa104379385,5d57fea6-20f9-4f7c-b486-b808b9e6f854,Cegid Expert Link
wa104379434,7bb9f300-575c-4fb9-a6a6-c2342441256a,Smartsheet for Outlook
wa104379468,3ba8b5e3-49f3-6a74-8a30-9de9b623ba0d,Zoho CRM for email
wa104379506,5cd22f9a-ec9f-4834-b567-063b75716745,Email Reactor
wa104379511,a37a22bd-c937-438d-83ec-f4ddd88dd65d,Appogee Leave
wa104379517,858a57b9-7178-4a3d-bc1a-52220cdc58af,Revenue Grid for Salesforce CRM
wa104379519,b89fecd2-892c-4071-abb3-536832c0c662,Custom Signatures
wa104379524,e9542a2e-b945-4d40-8b55-bbc3c9eca5a0,Egress Switch - Secure Email
wa104379526,2843d6e1-69b2-4a98-8653-cc3cdadd1b2c,PROBUSINESS
wa104379543,3206fb59-02b9-4a4a-98c0-37fd20db356d,Kofax View+
wa104379547,df0a4e4b-4666-43ee-90a8-879a1d9935ed,Smartway2
wa104379570,7ec028c7-a040-46fb-a914-9267da7585fb,Dynamics CRM
wa104379617,C427FF10-F2AA-43DB-A07C-3BC19296E937,Evernote
wa104379636,69cea0ba-9cf1-4062-a211-c72a66bf9c58,iGlobe CRM
wa104379679,d4db76a8-7ad1-41aa-835a-f2dfe4c08c84,å…±æœ‰ã‚¢ãƒ‰ãƒ¬ã‚¹å¸³ 
wa104379681,bebc5fd4-014d-40a7-bce7-bb5713e07a17,Tasks in a Box
wa104379733,2ce5b8cf-5403-4cc6-9113-6d79feae0b7f,BombBomb
wa104379799,47969d00-20b9-4900-b2ba-97bc989397fc,Legal Tracker
wa104379818,24295235-339e-4151-8b2f-4353bcd0b10e,Tilkee
wa104379838,e685dedf-712f-49ab-8808-97c29a5eb3f9,AgilePoint NX Task
wa104379844,dc1e7ce8-df00-4568-adf3-3ba3261cff3e,PhishPro Tracker
wa104379875,f66ae2a6-1065-4820-8af9-dd70a911ec88,Attach From Dropbox
wa104379892,55f1e6bd-856f-4117-b979-59695aff0684,Bing Nearby
wa104379908,d00a5c51-0a0a-25b2-e13f-0d70a4181602,join.me meetings for Office 365
wa104379909,66f9bda0-7132-4ae4-989c-e5f6b2d0090c,GIPHY
wa104379932,14d90e42-0070-4b04-bfcb-ead0f4525ccd,Implicit FrontEnd
wa104379967,9a897989-5695-4e81-8150-dc178e3c364d,Template Phrases
wa104379970,485940ae-4ff5-4d31-88b0-d6bb0a9830d3,Syncplicity
wa104379982,f5f4ff00-fcf5-4c3e-aca6-2fe408b48fe2,Emma
wa104380003,90e36c1e-ff40-4382-954a-2b1daf4fd544,V-CUBE Meeting Outlook Add-in
wa104380075,87c1174d-0c9e-4971-9106-02f184262281,Act! Premium Contact Link 
wa104380083,ade04e8b-4548-4d41-9e0f-70f9f257b0a3,Medimail
wa104380091,9d4a018e-7872-48e9-aa42-89c4ad003160,DocSend
wa104380098,782f2c85-6cb6-4dd5-9cc6-de76de40b4c5,Maps for Outlook
wa104380125,eb8b36b0-b978-4b29-8c01-fc29d839b33f,RedFlag Multi-Channel Messenger
wa104380127,a6ff8a1b-dbd7-4a83-9f3b-148c1742129b,Send Secure
wa104380132,9213f4f4-4589-42b4-b4fd-adff0c36f2cd,DeviantArt
wa104380137,fbd310dd-acd9-4bda-bcb3-f813c12cbc79,Find / Dial Phone Numbers
wa104380147,55d7780d-d809-4905-b286-115cb6f68d81,iPlannerWeb
wa104380168,890b4d73-7822-4c71-bbf8-08f3d6dd5e2c,MessageFiler
wa104380191,720841b9-6460-4363-a96d-c6baa8130ad0,MediaValet Library for Outlook
wa104380196,58cbc313-0a3f-47e5-bdb6-a4ff6e411233,Mosspaper
wa104380212,7164e750-dc86-49c0-b548-1bac57abdc7c,Sage Customer Info
wa104380232,502a5942-52ea-4293-83b3-0ec4f2d6b4b8,smartQ Workflow Management
wa104380259,a3862f6f-027a-4d9c-ac55-1a3b35ec51a4,Yesware
wa104380285,9364122f-4c7e-4d4b-a368-369a24ef3e36,ConferenceCall.co.uk templates for Office 365
wa104380294,fef191b6-63c6-4589-80d5-ae073dfc4434,AC Calendar Add-in
wa104380332,6a192b54-6b8e-46de-960a-2ebfe8f1e60c,SMART Template
wa104380333,FBC772C2-9ED1-4D24-8408-86417EEEE7A9,QorusDocs
wa104380380,104da607-6ed9-44a3-9ee2-b066edc5bf49,Salesforce Inbox
wa104380387,ef1a72ab-588a-435e-b761-12f2027d882c,Mapy.cz
wa104380388,9230b645-1919-43a0-a568-1f2300fe06b0,SmartConnector to Clobbi.CRM
wa104380389,872e40a0-4e55-4136-9a87-a4291a11c2a4,Brainshark
wa104380391,24B69EDF-25CD-4A58-8067-3E39390D0D6A,Send Anywhere
wa104380431,355dea57-5777-4e6a-b733-7caf9f9f5907,Beyond Encryption - Secure Email
wa104380444,1de090bc-dab8-45da-ab61-2b5e52b80767,Decisions Meeting Secretary
wa104380447,F329B581-6B6B-43B3-A3E5-43505CEA4966,Email Recovery
wa104380459,cf9ae390-3fa8-4556-bbc2-5a4d521fd691,Enadoc 365
wa104380464,1ebe5572-7bdc-40a2-b261-676887527401,iPlanner Pro
wa104380470,72c98b5f-487f-4af6-849c-0ef2e56f69ba,FreeBusy
wa104380490,dedf4528-4a6e-443b-8763-4ec32c340240,Concur Expense
wa104380494,cd65cfae-6426-46ae-b778-a36ae2f4f1e5,Attachments
wa104380520,7f5070ab-968e-4d0a-a8d1-5061d83fc31c,TimeTracker
wa104380522,ef0619f8-e255-4f94-975a-2272a60f432f,WittyParrot
wa104380539,bb085d95-2a65-4b6e-8d26-66d91ec2d0f1,RMail Outlook
wa104380546,75f0fede-5db5-41de-a580-3a58ee3c2c44,Revelation Bridge
wa104380613,8d77590c-f556-41ed-b52f-b755d4a5ba12,Recognize
wa104380615,ded5f813-bbe8-4906-bdf7-b64abaa87880,Signeasy
wa104380627,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa104380673,22f63757-1323-4f17-a8a0-9cce35573f06,Fyle
wa104380681,149ed85a-cdab-11e5-ab30-625662870761,Folloze
wa104380689,286aae8d-e135-4c1b-9aef-b5cf2a2335f4,Office2SharePoint
wa104380691,971e76ef-d73e-567f-adae-5a76b39052cb,Yoxel
wa104380692,B84AA869-F254-4F7C-8B81-78472BF2AA52,TextMiner
wa104380723,e5019060-ce5d-4a6d-be57-513ab494d6f5,OnePlaceMail
wa104380725,e9449119-1472-414e-803a-0f11e8be3cdd,FedEx Tracking
wa104380751,576f6187-6df5-4783-8a1d-e3a943e4498f,Pobuca - Contact Management
wa104380775,106dca5b-ec57-4389-a2c3-5887028201ae,MeisterTask
